0.000	2.500	-104.535
2.500	2.500	10.735
5.000	2.500	20.365
7.500	2.500	23.585
10.000	2.500	29.245
12.500	2.500	21.575
15.000	2.500	18.755
17.500	2.500	20.305
40.000	2.500	14.085
42.500	2.500	11.875
45.000	2.500	12.785
47.500	2.500	12.855
50.000	2.500	13.785
52.500	2.500	6.215
55.000	2.500	9.095
57.500	2.500	5.235
80.000	2.500	-43.055
82.500	2.500	-4.485
85.000	2.500	-0.575
87.500	2.500	1.255
90.000	2.500	4.695
92.500	2.500	9.445
95.000	2.500	12.435
97.500	2.500	9.215
120.000	2.500	7.045
122.500	2.500	10.215
125.000	2.500	16.725
127.500	2.500	10.815
130.000	2.500	7.935
132.500	2.500	3.875
135.000	2.500	10.905
137.500	2.500	13.465
160.000	2.500	0.175
162.500	2.500	10.845
165.000	2.500	4.115
167.500	2.500	9.415
170.000	2.500	-7.425
172.500	2.500	-2.205
175.000	2.500	0.265
177.500	2.500	-8.825
200.000	2.500	-4.245
202.500	2.500	-6.325
205.000	2.500	-3.875
207.500	2.500	-14.665
210.000	2.500	1.115
212.500	2.500	-4.665
215.000	2.500	3.565
217.500	2.500	1.285
240.000	2.500	2.145
242.500	2.500	1.145
245.000	2.500	-5.285
247.500	2.500	-1.365
250.000	2.500	-5.015
252.500	2.500	-1.955
255.000	2.500	-8.705
257.500	2.500	-7.985
280.000	2.500	-13.005
282.500	2.500	-8.925
285.000	2.500	-12.165
287.500	2.500	-33.365
290.000	2.500	-23.415
292.500	2.500	-25.775
295.000	2.500	-22.195
297.500	2.500	-8.535
