0.000	2.500	-20.347
2.500	2.500	0.963
5.000	2.500	6.083
7.500	2.500	2.263
10.000	2.500	1.583
12.500	2.500	0.123
15.000	2.500	-2.347
17.500	2.500	-11.047
40.000	2.500	0.933
42.500	2.500	-1.617
45.000	2.500	-0.657
47.500	2.500	7.073
50.000	2.500	5.393
52.500	2.500	7.603
55.000	2.500	6.453
57.500	2.500	2.353
80.000	2.500	-0.647
82.500	2.500	-2.847
85.000	2.500	-9.877
87.500	2.500	-3.237
90.000	2.500	-1.297
92.500	2.500	-8.087
95.000	2.500	-3.247
97.500	2.500	-0.427
120.000	2.500	-6.997
122.500	2.500	2.073
125.000	2.500	-0.697
127.500	2.500	-0.377
130.000	2.500	2.423
132.500	2.500	3.773
135.000	2.500	4.333
137.500	2.500	3.923
160.000	2.500	2.553
162.500	2.500	4.223
165.000	2.500	7.273
167.500	2.500	6.733
170.000	2.500	7.943
172.500	2.500	5.363
175.000	2.500	7.023
177.500	2.500	7.103
200.000	2.500	-2.327
202.500	2.500	1.053
205.000	2.500	-1.047
207.500	2.500	3.833
210.000	2.500	2.273
212.500	2.500	-8.367
215.000	2.500	-1.397
217.500	2.500	-5.227
240.000	2.500	-0.157
242.500	2.500	0.993
245.000	2.500	-0.017
247.500	2.500	9.623
250.000	2.500	5.513
252.500	2.500	4.983
255.000	2.500	-2.037
257.500	2.500	-5.377
280.000	2.500	-17.097
282.500	2.500	-5.737
285.000	2.500	-1.407
287.500	2.500	-7.867
290.000	2.500	1.643
292.500	2.500	-2.307
295.000	2.500	-0.527
297.500	2.500	-0.847
