0.000	2.500	-95.895
2.500	2.500	8.485
5.000	2.500	6.395
7.500	2.500	6.685
10.000	2.500	3.845
12.500	2.500	1.535
15.000	2.500	1.885
17.500	2.500	5.555
40.000	2.500	5.905
42.500	2.500	3.565
45.000	2.500	2.915
47.500	2.500	4.395
50.000	2.500	-12.375
52.500	2.500	2.315
55.000	2.500	3.295
57.500	2.500	-1.485
80.000	2.500	-29.095
82.500	2.500	7.325
85.000	2.500	5.015
87.500	2.500	-0.975
90.000	2.500	2.905
92.500	2.500	2.065
95.000	2.500	-2.075
97.500	2.500	5.095
120.000	2.500	-2.375
122.500	2.500	2.205
125.000	2.500	2.865
127.500	2.500	4.265
130.000	2.500	3.225
132.500	2.500	-2.335
135.000	2.500	0.825
137.500	2.500	1.235
160.000	2.500	-46.775
162.500	2.500	5.385
165.000	2.500	3.785
167.500	2.500	2.535
170.000	2.500	3.095
172.500	2.500	6.195
175.000	2.500	3.555
177.500	2.500	0.065
200.000	2.500	-3.325
202.500	2.500	13.525
205.000	2.500	15.775
207.500	2.500	10.115
210.000	2.500	8.375
212.500	2.500	7.225
215.000	2.500	2.585
217.500	2.500	2.355
240.000	2.500	-2.965
242.500	2.500	4.965
245.000	2.500	3.945
247.500	2.500	4.455
250.000	2.500	-3.715
252.500	2.500	4.275
255.000	2.500	7.415
257.500	2.500	5.055
280.000	2.500	-43.015
282.500	2.500	0.775
285.000	2.500	8.275
287.500	2.500	7.605
290.000	2.500	7.155
292.500	2.500	3.805
295.000	2.500	4.965
297.500	2.500	5.315
