0.000	2.500	-89.809
2.500	2.500	11.171
5.000	2.500	2.471
7.500	2.500	-1.199
10.000	2.500	-3.549
12.500	2.500	-2.359
15.000	2.500	-6.219
17.500	2.500	-1.499
40.000	2.500	-34.619
42.500	2.500	-4.099
45.000	2.500	-10.799
47.500	2.500	-1.389
50.000	2.500	-9.789
52.500	2.500	-9.939
55.000	2.500	-0.309
57.500	2.500	6.101
80.000	2.500	-7.999
82.500	2.500	-1.919
85.000	2.500	-0.489
87.500	2.500	-24.419
90.000	2.500	-14.989
92.500	2.500	-6.929
95.000	2.500	-3.399
97.500	2.500	6.451
120.000	2.500	2.381
122.500	2.500	11.201
125.000	2.500	5.011
127.500	2.500	7.331
130.000	2.500	12.341
132.500	2.500	7.851
135.000	2.500	7.571
137.500	2.500	2.831
160.000	2.500	-10.599
162.500	2.500	-3.489
165.000	2.500	-2.949
167.500	2.500	8.481
170.000	2.500	7.591
172.500	2.500	4.481
175.001	2.500	-4.609
177.501	2.500	11.311
200.000	2.500	0.111
202.500	2.500	10.651
205.000	2.500	5.551
207.500	2.500	4.501
210.000	2.500	11.081
212.500	2.500	6.321
215.000	2.500	8.331
217.500	2.500	10.541
240.000	2.500	9.071
242.500	2.500	-11.469
245.000	2.500	6.921
247.500	2.500	9.171
250.000	2.500	5.481
252.500	2.500	7.181
255.000	2.500	7.421
257.500	2.500	6.561
280.000	2.500	4.111
282.500	2.500	3.091
285.000	2.500	4.511
287.500	2.500	6.221
290.000	2.500	6.281
292.500	2.500	6.021
295.000	2.500	7.501
297.500	2.500	7.601
