0.000	2.500	-63.475
2.500	2.500	3.425
5.000	2.500	10.675
7.500	2.500	11.325
10.000	2.500	15.025
12.500	2.500	11.465
15.000	2.500	-9.815
17.500	2.500	11.465
40.000	2.500	4.545
42.500	2.500	8.975
45.000	2.500	9.215
47.500	2.500	10.915
50.000	2.500	8.675
52.500	2.500	13.445
55.000	2.500	13.865
57.500	2.500	8.015
80.000	2.500	-0.355
82.500	2.500	3.775
85.000	2.500	-2.665
87.500	2.500	-15.135
90.000	2.500	-11.775
92.500	2.500	7.245
95.000	2.500	1.815
97.500	2.500	-10.005
120.000	2.500	-0.055
122.500	2.500	8.575
125.000	2.500	9.145
127.500	2.500	7.135
130.000	2.500	16.155
132.500	2.500	-5.155
135.000	2.500	19.435
137.500	2.500	6.045
160.000	2.500	-13.885
162.500	2.500	19.935
165.000	2.500	15.285
167.500	2.500	2.615
170.000	2.500	5.415
172.500	2.500	8.915
175.000	2.500	5.125
177.500	2.500	4.085
200.000	2.500	1.295
202.500	2.500	7.015
205.000	2.500	-9.105
207.500	2.500	2.655
210.000	2.500	4.555
212.500	2.500	-10.895
215.000	2.500	-35.555
217.500	2.500	-10.035
240.000	2.500	4.585
242.500	2.500	0.985
245.000	2.500	-5.395
247.500	2.500	-14.755
250.000	2.500	0.315
252.500	2.500	0.995
255.000	2.500	-11.295
257.500	2.500	1.025
280.000	2.500	-13.985
282.500	2.500	-9.705
285.000	2.500	0.645
287.500	2.500	2.975
290.000	2.500	-13.555
292.500	2.500	-20.765
295.000	2.500	-1.435
297.500	2.500	-19.955
