0.000	2.500	-77.722
2.500	2.500	1.348
5.000	2.500	5.898
7.500	2.500	3.138
10.000	2.500	-3.462
12.500	2.500	2.658
15.000	2.500	-5.462
17.500	2.500	18.098
40.000	2.500	-27.332
42.500	2.500	24.938
45.000	2.500	7.248
47.500	2.500	4.208
50.000	2.500	5.178
52.500	2.500	-8.542
55.000	2.500	0.078
57.500	2.500	4.008
80.000	2.500	-35.552
82.500	2.500	7.758
85.000	2.500	35.498
87.500	2.500	-22.042
90.000	2.500	6.628
92.500	2.500	-25.712
95.000	2.500	-41.212
97.500	2.500	-21.002
120.000	2.500	-25.052
122.500	2.500	-1.362
125.000	2.500	21.058
127.500	2.500	6.708
130.000	2.500	10.168
132.500	2.500	2.448
135.000	2.500	-18.582
137.500	2.500	-26.452
160.000	2.500	-61.792
162.500	2.500	30.498
165.000	2.500	-0.582
167.500	2.500	17.218
170.000	2.500	14.298
172.500	2.500	25.878
175.000	2.500	13.068
177.500	2.500	31.368
200.000	2.500	-57.332
202.500	2.500	31.868
205.000	2.500	34.418
207.500	2.500	13.148
210.000	2.500	-71.642
212.500	2.500	2.558
215.000	2.500	22.268
217.500	2.500	30.548
240.000	2.500	-11.342
242.500	2.500	34.708
245.000	2.500	19.978
247.500	2.500	-8.032
250.000	2.500	10.448
252.500	2.500	14.988
255.000	2.500	-38.532
257.500	2.500	-39.372
280.000	2.500	19.338
282.500	2.500	31.808
285.000	2.500	11.938
287.500	2.500	6.368
290.000	2.500	19.458
292.500	2.500	10.818
295.000	2.500	8.988
297.500	2.500	5.098
