0.000	2.500	-6.268
2.500	2.500	-2.768
5.000	2.500	2.062
7.500	2.500	8.332
10.000	2.500	3.062
12.500	2.500	13.182
15.000	2.500	14.102
17.500	2.500	16.882
40.000	2.500	-8.258
42.500	2.500	0.932
45.000	2.500	19.382
47.500	2.500	4.632
50.000	2.500	-6.038
52.500	2.500	7.112
55.000	2.500	12.082
57.500	2.500	3.822
80.000	2.500	-24.368
82.500	2.500	4.072
85.000	2.500	10.242
87.500	2.500	9.912
90.000	2.500	3.292
92.500	2.500	5.502
95.000	2.500	5.042
97.500	2.500	-19.348
120.000	2.500	-9.668
122.500	2.500	3.162
125.000	2.500	16.592
127.500	2.500	12.102
130.000	2.500	-2.278
132.500	2.500	9.782
135.000	2.500	9.062
137.500	2.500	-5.318
160.000	2.500	-24.168
162.500	2.500	13.612
165.000	2.500	8.722
167.500	2.500	20.962
170.000	2.500	6.542
172.500	2.500	13.152
175.000	2.500	11.812
177.500	2.500	27.922
200.000	2.500	-10.958
202.500	2.500	6.482
205.000	2.500	1.092
207.500	2.500	5.832
210.000	2.500	-2.128
212.500	2.500	-4.128
215.000	2.500	-5.978
217.500	2.500	-6.338
240.000	2.500	-30.468
242.500	2.500	10.602
245.000	2.500	7.412
247.500	2.500	24.352
250.000	2.500	21.862
252.500	2.500	9.252
255.000	2.500	-41.188
257.500	2.500	-11.318
280.000	2.500	-49.668
282.500	2.500	-44.538
285.000	2.500	-10.808
287.500	2.500	-8.928
290.000	2.500	-27.128
292.500	2.500	-6.528
295.000	2.500	-4.228
297.500	2.500	-11.138
